session_id,user_id,user_name,department,timestamp,event_type,country,city,impossible_travel,hours_since_last,mfa_fail_count,is_known_device,country_deviation,hour_sin,hour_cos,is_business_hours,role_rank,role_escalation,pwd_reset_7d,peer_zscore,risk_label,anomaly_type,iso_score,xgb_low_prob,xgb_medium_prob,xgb_high_prob,xgb_pred_label,final_risk_score,shap_explanation,action_taken,action_ja,severity
f5a946a1,park_s,Park Soyeon,Marketing,2025-01-01T16:34:00,login,Japan,Tokyo,0,0.0,0,1,0,-0.866,-0.5,1,1,0,0,-0.183,LOW,none,11.22,0.9989,0.0005,0.0006,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3179}, {""feature"": ""role_rank"", ""shap"": 1.131}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
421443d7,park_s,Park Soyeon,Marketing,2025-01-01T18:29:00,login,Japan,Tokyo,0,1.92,0,1,0,-1.0,-0.0,1,1,0,0,-0.183,LOW,none,16.15,0.9983,0.0009,0.0008,LOW,7,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4562}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
0460823a,admin45,Admin User 45,IT Operations,2025-01-01T22:00:00,login,Japan,Tokyo,0,6.43,1,0,0,-0.5,0.866,0,3,1,0,1.758,MEDIUM,mfa_brute_force,74.02,0.0027,0.9863,0.011,MEDIUM,30,"[{""feature"": ""hour_cos"", ""shap"": 2.548}, {""feature"": ""mfa_fail_count"", ""shap"": 0.6948}, {""feature"": ""is_business_hours"", ""shap"": 0.3086}]",ALLOW,アクセスを許可,LOW
fb2acc4c,admin45,Admin User 45,IT Operations,2025-01-01T22:02:00,login,Japan,Tokyo,0,0.03,2,0,0,-0.5,0.866,0,3,1,0,1.758,MEDIUM,mfa_brute_force,60.22,0.0043,0.9303,0.0654,MEDIUM,28,"[{""feature"": ""hour_cos"", ""shap"": 2.4369}, {""feature"": ""is_business_hours"", ""shap"": 0.2853}, {""feature"": ""peer_zscore"", ""shap"": 0.2775}]",ALLOW,アクセスを許可,LOW
ab3175c4,admin45,Admin User 45,IT Operations,2025-01-01T22:04:00,login,Japan,Tokyo,0,0.03,3,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force,59.63,0.0039,0.03,0.9661,HIGH,82,"[{""feature"": ""role_rank"", ""shap"": 2.1782}, {""feature"": ""mfa_fail_count"", ""shap"": 1.007}, {""feature"": ""role_escalation"", ""shap"": 0.3965}]",BLOCK,アクセス拒否,CRITICAL
33fa5c79,admin45,Admin User 45,IT Operations,2025-01-01T22:06:00,login,Japan,Tokyo,0,0.03,4,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force,63.89,0.0037,0.0286,0.9677,HIGH,84,"[{""feature"": ""role_rank"", ""shap"": 2.1871}, {""feature"": ""mfa_fail_count"", ""shap"": 1.0473}, {""feature"": ""role_escalation"", ""shap"": 0.3965}]",BLOCK,アクセス拒否,CRITICAL
ea2583ef,admin45,Admin User 45,IT Operations,2025-01-01T22:08:00,login,Japan,Tokyo,0,0.03,5,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force,71.37,0.0037,0.0286,0.9677,HIGH,87,"[{""feature"": ""role_rank"", ""shap"": 2.1871}, {""feature"": ""mfa_fail_count"", ""shap"": 1.0473}, {""feature"": ""role_escalation"", ""shap"": 0.3965}]",BLOCK,アクセス拒否,CRITICAL
60657a69,ito_k,Ito Kenji,Finance,2025-01-02T09:15:00,login,Japan,Nagoya,0,20.02,0,1,0,0.7071,-0.7071,1,0,0,0,-0.135,LOW,none,7.56,0.9993,0.0004,0.0004,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
eccafc89,yamada_r,Yamada Riko,HR,2025-01-02T09:15:00,login,Japan,Tokyo,0,20.25,0,1,0,0.7071,-0.7071,1,0,0,0,-0.378,LOW,none,9.42,0.9993,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
e087b571,sato_m,Sato Miyuki,Finance,2025-01-02T09:59:00,login,Japan,Osaka,0,23.25,0,1,0,0.7071,-0.7071,1,1,0,0,1.021,LOW,none,11.89,0.9991,0.0004,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.323}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
e76ae77d,kim_j,Kim Junho,Sales,2025-01-02T10:08:00,login,Japan,Tokyo,0,25.43,0,1,0,0.5,-0.866,1,0,0,3,0.145,LOW,none,40.11,0.999,0.0005,0.0005,LOW,16,"[{""feature"": ""hour_cos"", ""shap"": 1.3116}, {""feature"": ""role_rank"", ""shap"": 1.0835}, {""feature"": ""role_escalation"", ""shap"": 0.2269}]",ALLOW,アクセスを許可,LOW
26182f43,ito_k,Ito Kenji,Finance,2025-01-02T10:27:00,login,Japan,Nagoya,0,1.2,0,1,0,0.5,-0.866,1,1,0,0,-0.135,LOW,none,4.88,0.999,0.0004,0.0006,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3081}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
0423fbfc,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-02T10:29:00,login,Japan,Tokyo,0,23.73,0,1,0,0.5,-0.866,1,1,0,0,-0.195,LOW,none,9.14,0.9992,0.0004,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3089}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
f654c022,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-02T10:32:00,login,Japan,Tokyo,0,0.05,0,1,0,0.5,-0.866,1,1,0,0,-0.195,LOW,none,7.54,0.9988,0.0005,0.0007,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3081}, {""feature"": ""role_rank"", ""shap"": 1.1133}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
64d11b6c,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T11:34:00,login,Japan,Tokyo,0,23.7,0,1,0,0.2588,-0.9659,1,1,0,0,0.836,LOW,none,10.77,0.9993,0.0003,0.0004,LOW,4,"[{""feature"": ""hour_cos"", ""shap"": 1.3089}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
069c913b,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T13:04:00,login,Japan,Tokyo,0,1.5,0,1,0,-0.2588,-0.9659,1,1,0,0,0.836,LOW,none,0.87,0.9992,0.0004,0.0005,LOW,0,"[{""feature"": ""hour_cos"", ""shap"": 1.3081}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
c380c4d1,chen_w,Chen Wei,Engineering,2025-01-02T13:27:00,login,Japan,Tokyo,0,25.48,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.195,LOW,none,12.53,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3089}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
3dff4341,chen_w,Chen Wei,Engineering,2025-01-02T14:12:00,login,Japan,Tokyo,0,0.75,0,1,0,-0.5,-0.866,1,0,0,0,-0.195,LOW,none,6.7,0.9991,0.0004,0.0006,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3038}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
1dd7f9fe,kim_j,Kim Junho,Sales,2025-01-02T14:42:00,login,Japan,Tokyo,0,4.57,0,1,0,-0.5,-0.866,1,1,1,3,0.145,LOW,none,43.51,0.9979,0.0008,0.0013,LOW,17,"[{""feature"": ""hour_cos"", ""shap"": 1.2262}, {""feature"": ""role_rank"", ""shap"": 1.1012}, {""feature"": ""role_escalation"", ""shap"": -0.4735}]",ALLOW,アクセスを許可,LOW
20118166,nakamura_a,Nakamura Aoi,DevOps,2025-01-02T15:51:00,login,Japan,Tokyo,0,24.3,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.137,LOW,none,16.6,0.9993,0.0003,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3142}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
52a55993,sato_m,Sato Miyuki,Finance,2025-01-02T16:49:00,login,Japan,Osaka,0,6.83,0,1,0,-0.866,-0.5,1,1,0,0,1.021,LOW,none,6.05,0.9993,0.0004,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3224}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
936c7bfa,admin45,Admin User 45,IT Operations,2025-01-02T17:05:00,login,Japan,Tokyo,0,18.95,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.947,LOW,none,29.24,0.9984,0.0007,0.0009,LOW,12,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
120e9702,sato_m,Sato Miyuki,Finance,2025-01-02T17:12:00,login,Japan,Osaka,0,0.38,0,1,0,-0.9659,-0.2588,1,1,0,0,1.021,LOW,none,10.87,0.9975,0.0009,0.0015,LOW,4,"[{""feature"": ""role_rank"", ""shap"": 1.1294}, {""feature"": ""hour_cos"", ""shap"": 0.5721}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
9a73a51f,kim_j,Kim Junho,Sales,2025-01-02T17:27:00,login,Japan,Tokyo,0,2.75,0,1,0,-0.9659,-0.2588,1,0,0,3,0.145,LOW,none,35.01,0.9979,0.0009,0.0011,LOW,14,"[{""feature"": ""role_rank"", ""shap"": 1.0933}, {""feature"": ""hour_cos"", ""shap"": 0.576}, {""feature"": ""role_escalation"", ""shap"": 0.2238}]",ALLOW,アクセスを許可,LOW
5b69c308,yamada_r,Yamada Riko,HR,2025-01-02T17:35:00,login,Japan,Tokyo,0,8.33,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.378,LOW,none,15.31,0.9984,0.0007,0.0009,LOW,6,"[{""feature"": ""role_rank"", ""shap"": 1.1363}, {""feature"": ""hour_cos"", ""shap"": 0.5733}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
e6758937,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T18:03:00,login,Japan,Tokyo,0,4.98,0,1,0,-1.0,-0.0,1,0,0,0,0.836,LOW,none,16.4,0.9986,0.0008,0.0006,LOW,7,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4575}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
eff823d4,park_s,Park Soyeon,Marketing,2025-01-02T18:41:00,login,Japan,Tokyo,0,24.2,0,1,0,-1.0,-0.0,1,0,0,0,-1.278,LOW,none,42.91,0.9985,0.0008,0.0006,LOW,17,"[{""feature"": ""role_rank"", ""shap"": 1.1063}, {""feature"": ""hour_cos"", ""shap"": 0.4519}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
04a2449c,sato_m,Sato Miyuki,Finance,2025-01-03T08:24:00,login,Japan,Osaka,0,15.2,0,1,0,0.866,-0.5,1,1,0,0,-0.135,LOW,none,11.43,0.9993,0.0004,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
6b2cddf6,nakamura_a,Nakamura Aoi,DevOps,2025-01-03T09:40:00,login,Japan,Tokyo,0,17.82,0,1,0,0.7071,-0.7071,1,1,0,0,-1.137,LOW,none,16.37,0.9993,0.0004,0.0004,LOW,7,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
14aa4929,park_s,Park Soyeon,Marketing,2025-01-03T09:47:00,login,Japan,Tokyo,0,15.1,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none,5.42,0.9992,0.0004,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3267}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
3205a1b7,park_s,Park Soyeon,Marketing,2025-01-03T09:56:00,login,Japan,Tokyo,0,0.15,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none,7.45,0.9987,0.0006,0.0007,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3223}, {""feature"": ""role_rank"", ""shap"": 1.1133}, {""feature"": ""role_escalation"", ""shap"": 0.2657}]",ALLOW,アクセスを許可,LOW
c6f2743a,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-03T09:59:00,login,Japan,Tokyo,0,23.45,0,1,0,0.7071,-0.7071,1,0,0,0,-1.225,LOW,none,20.55,0.9992,0.0004,0.0004,LOW,8,"[{""feature"": ""hour_cos"", ""shap"": 1.323}, {""feature"": ""role_rank"", ""shap"": 1.1265}, {""feature"": ""role_escalation"", ""shap"": 0.2611}]",ALLOW,アクセスを許可,LOW
d816f066,kim_j,Kim Junho,Sales,2025-01-03T10:04:00,login,Japan,Tokyo,0,16.62,0,1,0,0.5,-0.866,1,0,0,3,-1.309,LOW,none,47.92,0.999,0.0005,0.0005,LOW,19,"[{""feature"": ""hour_cos"", ""shap"": 1.3154}, {""feature"": ""role_rank"", ""shap"": 1.0835}, {""feature"": ""role_escalation"", ""shap"": 0.2269}]",ALLOW,アクセスを許可,LOW
35685867,admin45,Admin User 45,IT Operations,2025-01-03T11:03:00,login,Japan,Tokyo,0,17.97,0,1,0,0.2588,-0.9659,1,1,0,0,-0.045,LOW,none,6.32,0.9993,0.0003,0.0004,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
deef1a59,yamada_r,Yamada Riko,HR,2025-01-03T11:37:00,login,Japan,Tokyo,0,18.03,0,1,0,0.2588,-0.9659,1,0,0,0,0.881,LOW,none,6.94,0.9993,0.0004,0.0004,LOW,3,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
16530a50,sato_m,Sato Miyuki,Finance,2025-01-03T11:55:00,login,Japan,Osaka,0,3.52,0,1,0,0.2588,-0.9659,1,0,0,0,-0.135,LOW,none,5.58,0.9993,0.0003,0.0004,LOW,2,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2642}]",ALLOW,アクセスを許可,LOW
5553c54e,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T12:29:00,login,Japan,Tokyo,0,18.43,0,1,0,0.0,-1.0,1,0,0,0,0.836,LOW,none,12.18,0.9993,0.0003,0.0004,LOW,5,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
b3aabb5b,park_s,Park Soyeon,Marketing,2025-01-03T12:39:00,login,Japan,Tokyo,0,2.72,0,1,0,0.0,-1.0,1,1,0,0,0.913,LOW,none,3.6,0.9993,0.0004,0.0004,LOW,1,"[{""feature"": ""hour_cos"", ""shap"": 1.3126}, {""feature"": ""role_rank"", ""shap"": 1.1442}, {""feature"": ""role_escalation"", ""shap"": 0.2688}]",ALLOW,アクセスを許可,LOW
