session_id,user_id,user_name,department,timestamp,hour_of_day,event_type,source_ip,city,country,latitude,longitude,device_id,is_known_device,role_requested,role_rank,mfa_failed,mfa_success,password_reset,anomaly_type,risk_label
c380c4d1,chen_w,Chen Wei,Engineering,2025-01-02T13:27:00,13,login,103.5.222.187,Tokyo,Japan,35.6762,139.6503,1dc11660,True,editor,1,0,1,0,none,LOW
3dff4341,chen_w,Chen Wei,Engineering,2025-01-02T14:12:00,14,login,103.5.169.111,Tokyo,Japan,35.6762,139.6503,e60fd493,True,viewer,0,0,1,0,none,LOW
1dd7f9fe,kim_j,Kim Junho,Sales,2025-01-02T14:42:00,14,login,103.5.231.133,Tokyo,Japan,35.6762,139.6503,44edebe2,True,editor,1,0,1,0,none,LOW
20118166,nakamura_a,Nakamura Aoi,DevOps,2025-01-02T15:51:00,15,login,103.5.167.139,Tokyo,Japan,35.6762,139.6503,16b13f0b,True,viewer,0,0,1,0,none,LOW
52a55993,sato_m,Sato Miyuki,Finance,2025-01-02T16:49:00,16,login,126.1.126.5,Osaka,Japan,34.6937,135.5023,07614c6e,True,editor,1,0,1,0,none,LOW
936c7bfa,admin45,Admin User 45,IT Operations,2025-01-02T17:05:00,17,login,103.5.209.18,Tokyo,Japan,35.6762,139.6503,71edf8be,True,editor,1,0,1,0,none,LOW
120e9702,sato_m,Sato Miyuki,Finance,2025-01-02T17:12:00,17,login,126.1.196.42,Osaka,Japan,34.6937,135.5023,07614c6e,True,editor,1,0,1,0,none,LOW
9a73a51f,kim_j,Kim Junho,Sales,2025-01-02T17:27:00,17,login,103.5.183.80,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,0,none,LOW
5b69c308,yamada_r,Yamada Riko,HR,2025-01-02T17:35:00,17,login,103.5.2.19,Tokyo,Japan,35.6762,139.6503,1641d4b1,True,viewer,0,0,1,0,none,LOW
e6758937,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T18:03:00,18,login,103.5.232.9,Tokyo,Japan,35.6762,139.6503,42d8fe54,True,viewer,0,0,1,0,none,LOW
eff823d4,park_s,Park Soyeon,Marketing,2025-01-02T18:41:00,18,login,103.5.104.187,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,viewer,0,0,1,0,none,LOW
04a2449c,sato_m,Sato Miyuki,Finance,2025-01-03T08:24:00,8,login,126.1.74.109,Osaka,Japan,34.6937,135.5023,a9e93c52,True,editor,1,0,1,0,none,LOW
6b2cddf6,nakamura_a,Nakamura Aoi,DevOps,2025-01-03T09:40:00,9,login,103.5.12.1,Tokyo,Japan,35.6762,139.6503,af76cb5a,True,editor,1,0,1,0,none,LOW
14aa4929,park_s,Park Soyeon,Marketing,2025-01-03T09:47:00,9,login,103.5.73.155,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,editor,1,0,1,0,none,LOW
3205a1b7,park_s,Park Soyeon,Marketing,2025-01-03T09:56:00,9,login,103.5.30.228,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,editor,1,0,1,0,none,LOW
c6f2743a,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-03T09:59:00,9,login,103.5.105.125,Tokyo,Japan,35.6762,139.6503,4d915325,True,viewer,0,0,1,0,none,LOW
d816f066,kim_j,Kim Junho,Sales,2025-01-03T10:04:00,10,login,103.5.104.31,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,0,none,LOW
35685867,admin45,Admin User 45,IT Operations,2025-01-03T11:03:00,11,login,103.5.15.13,Tokyo,Japan,35.6762,139.6503,71edf8be,True,editor,1,0,1,0,none,LOW
deef1a59,yamada_r,Yamada Riko,HR,2025-01-03T11:37:00,11,login,103.5.108.169,Tokyo,Japan,35.6762,139.6503,1641d4b1,True,viewer,0,0,1,0,none,LOW
16530a50,sato_m,Sato Miyuki,Finance,2025-01-03T11:55:00,11,login,126.1.43.98,Osaka,Japan,34.6937,135.5023,a9e93c52,True,viewer,0,0,1,0,none,LOW
5553c54e,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T12:29:00,12,login,103.5.3.118,Tokyo,Japan,35.6762,139.6503,9328b483,True,viewer,0,0,1,0,none,LOW
b3aabb5b,park_s,Park Soyeon,Marketing,2025-01-03T12:39:00,12,login,103.5.239.170,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,editor,1,0,1,0,none,LOW
e7bf313b,ito_k,Ito Kenji,Finance,2025-01-03T13:13:00,13,login,119.2.65.232,Nagoya,Japan,35.1815,136.9066,00aec655,True,editor,1,0,1,0,none,LOW
29a17b0a,yamada_r,Yamada Riko,HR,2025-01-03T13:15:00,13,login,103.5.34.172,Tokyo,Japan,35.6762,139.6503,22081100,True,editor,1,0,1,0,none,LOW
da938090,chen_w,Chen Wei,Engineering,2025-01-03T13:18:00,13,login,103.5.214.140,Tokyo,Japan,35.6762,139.6503,e60fd493,True,editor,1,0,1,0,none,LOW
cda86998,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T16:16:00,16,login,103.5.226.18,Tokyo,Japan,35.6762,139.6503,42d8fe54,True,editor,1,0,1,0,none,LOW
7d68d75b,admin45,Admin User 45,IT Operations,2025-01-03T16:42:00,16,login,103.5.49.76,Tokyo,Japan,35.6762,139.6503,cf938fba,True,viewer,0,0,1,0,none,LOW
82227f98,admin45,Admin User 45,IT Operations,2025-01-03T17:30:00,17,login,103.5.246.131,Tokyo,Japan,35.6762,139.6503,71edf8be,True,viewer,0,0,1,0,none,LOW
5e5d43a7,yamada_r,Yamada Riko,HR,2025-01-03T17:36:00,17,login,103.5.53.172,Tokyo,Japan,35.6762,139.6503,22081100,True,editor,1,0,1,0,none,LOW
9fee2c2d,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T17:36:00,17,login,103.5.138.55,Tokyo,Japan,35.6762,139.6503,42d8fe54,True,viewer,0,0,1,0,none,LOW
b1c90faa,suzuki_t,Suzuki Takeshi,Engineering,2025-01-04T08:06:00,8,login,103.5.187.202,Tokyo,Japan,35.6762,139.6503,9328b483,True,editor,1,0,1,0,none,LOW
44fc72ba,admin45,Admin User 45,IT Operations,2025-01-04T08:11:00,8,login,103.5.206.172,Tokyo,Japan,35.6762,139.6503,cf938fba,True,editor,1,0,1,0,none,LOW
7c386484,kim_j,Kim Junho,Sales,2025-01-04T08:54:00,8,login,103.5.52.210,Tokyo,Japan,35.6762,139.6503,44edebe2,True,viewer,0,0,1,0,none,LOW
d058969f,sato_m,Sato Miyuki,Finance,2025-01-04T08:57:00,8,login,126.1.175.64,Osaka,Japan,34.6937,135.5023,a9e93c52,True,viewer,0,0,1,0,none,LOW
a1e6145c,admin45,Admin User 45,IT Operations,2025-01-04T09:22:00,9,login,103.5.237.239,Tokyo,Japan,35.6762,139.6503,cf938fba,True,viewer,0,0,1,0,none,LOW
225f24da,park_s,Park Soyeon,Marketing,2025-01-04T09:46:00,9,login,103.5.171.105,Tokyo,Japan,35.6762,139.6503,e8096f19,True,editor,1,0,1,0,none,LOW
c11f04d6,yamada_r,Yamada Riko,HR,2025-01-04T09:56:00,9,login,103.5.149.247,Tokyo,Japan,35.6762,139.6503,22081100,True,viewer,0,0,1,0,none,LOW
2b3828f0,sato_m,Sato Miyuki,Finance,2025-01-04T10:27:00,10,login,126.1.79.94,Osaka,Japan,34.6937,135.5023,07614c6e,True,viewer,0,0,1,0,none,LOW
c9f31eb1,sato_m,Sato Miyuki,Finance,2025-01-04T10:34:00,10,login,126.1.150.142,Osaka,Japan,34.6937,135.5023,07614c6e,True,editor,1,0,1,0,none,LOW
76657621,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-04T10:40:00,10,login,103.5.190.114,Tokyo,Japan,35.6762,139.6503,2bbe1681,True,viewer,0,0,1,0,none,LOW
0d9d2653,kim_j,Kim Junho,Sales,2025-01-04T11:17:00,11,login,103.5.98.224,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,0,none,LOW
b7df4935,yamada_r,Yamada Riko,HR,2025-01-04T11:25:00,11,login,103.5.222.18,Tokyo,Japan,35.6762,139.6503,22081100,True,editor,1,0,1,0,none,LOW
24b91121,admin45,Admin User 45,IT Operations,2025-01-04T11:55:00,11,login,103.5.226.106,Tokyo,Japan,35.6762,139.6503,71edf8be,True,viewer,0,0,1,0,none,LOW
cac45ab3,chen_w,Chen Wei,Engineering,2025-01-04T12:02:00,12,login,103.5.134.237,Tokyo,Japan,35.6762,139.6503,1dc11660,True,viewer,0,0,1,0,none,LOW
d7c188bd,nakamura_a,Nakamura Aoi,DevOps,2025-01-04T12:18:00,12,login,103.5.202.149,Tokyo,Japan,35.6762,139.6503,16b13f0b,True,editor,1,0,1,0,none,LOW
e9b71b74,yamada_r,Yamada Riko,HR,2025-01-04T12:22:00,12,login,103.5.241.8,Tokyo,Japan,35.6762,139.6503,22081100,True,editor,1,0,1,0,none,LOW
8dc84512,suzuki_t,Suzuki Takeshi,Engineering,2025-01-04T13:27:00,13,login,103.5.231.148,Tokyo,Japan,35.6762,139.6503,42d8fe54,True,editor,1,0,1,0,none,LOW
ee41f69f,ito_k,Ito Kenji,Finance,2025-01-04T14:44:00,14,login,119.2.50.108,Nagoya,Japan,35.1815,136.9066,00aec655,True,viewer,0,0,1,0,none,LOW
36811189,kim_j,Kim Junho,Sales,2025-01-04T15:22:00,15,login,103.5.58.7,Tokyo,Japan,35.6762,139.6503,44edebe2,True,viewer,0,0,1,0,none,LOW
cc909a36,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-04T16:45:00,16,login,103.5.29.20,Tokyo,Japan,35.6762,139.6503,2bbe1681,True,viewer,0,0,1,0,none,LOW
d0ffd323,ito_k,Ito Kenji,Finance,2025-01-04T18:24:00,18,login,119.2.104.141,Nagoya,Japan,35.1815,136.9066,2dbb2a65,True,editor,1,0,1,0,none,LOW
baa2ba6b,park_s,Park Soyeon,Marketing,2025-01-04T18:46:00,18,login,103.5.111.18,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,editor,1,0,1,0,none,LOW
837f2c78,park_s,Park Soyeon,Marketing,2025-01-04T18:58:00,18,login,103.5.170.218,Tokyo,Japan,35.6762,139.6503,e8096f19,True,editor,1,0,1,0,none,LOW
e67f088b,park_s,Park Soyeon,Marketing,2025-01-05T09:08:00,9,login,103.5.99.178,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,viewer,0,0,1,0,none,LOW
61a04391,kim_j,Kim Junho,Sales,2025-01-05T10:41:00,10,login,103.5.200.109,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,0,none,LOW
b256c6df,park_s,Park Soyeon,Marketing,2025-01-05T10:45:00,10,login,103.5.107.105,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,viewer,0,0,1,0,none,LOW
194bc1b4,kim_j,Kim Junho,Sales,2025-01-05T11:11:00,11,login,103.5.143.64,Tokyo,Japan,35.6762,139.6503,44edebe2,True,viewer,0,0,1,0,none,LOW
16c27629,admin45,Admin User 45,IT Operations,2025-01-05T11:30:00,11,login,103.5.107.227,Tokyo,Japan,35.6762,139.6503,71edf8be,True,editor,1,0,1,0,none,LOW
95d3ed1b,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T11:32:00,11,login,103.5.169.22,Tokyo,Japan,35.6762,139.6503,2bbe1681,True,viewer,0,0,1,0,none,LOW
b4a27709,chen_w,Chen Wei,Engineering,2025-01-05T12:15:00,12,login,103.5.82.229,Tokyo,Japan,35.6762,139.6503,1dc11660,True,editor,1,0,1,0,none,LOW
53d5cab8,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T12:32:00,12,login,103.5.210.244,Tokyo,Japan,35.6762,139.6503,2bbe1681,True,viewer,0,0,1,0,none,LOW
accb7cc3,ito_k,Ito Kenji,Finance,2025-01-05T13:19:00,13,login,119.2.138.192,Nagoya,Japan,35.1815,136.9066,00aec655,True,editor,1,0,1,0,none,LOW
c2bca472,park_s,Park Soyeon,Marketing,2025-01-05T13:34:00,13,login,103.5.16.53,Tokyo,Japan,35.6762,139.6503,e8096f19,True,editor,1,0,1,0,none,LOW
162f15b1,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T14:31:00,14,login,103.5.87.172,Tokyo,Japan,35.6762,139.6503,16b13f0b,True,editor,1,0,1,0,none,LOW
9e152fe8,ito_k,Ito Kenji,Finance,2025-01-05T14:57:00,14,login,119.2.123.2,Nagoya,Japan,35.1815,136.9066,2dbb2a65,True,editor,1,0,1,0,none,LOW
d3f8fe28,yamada_r,Yamada Riko,HR,2025-01-05T15:08:00,15,login,103.5.244.194,Tokyo,Japan,35.6762,139.6503,22081100,True,editor,1,0,1,0,none,LOW
6e935962,suzuki_t,Suzuki Takeshi,Engineering,2025-01-05T15:28:00,15,login,103.5.216.164,Tokyo,Japan,35.6762,139.6503,9328b483,True,viewer,0,0,1,0,none,LOW
2e0a5274,chen_w,Chen Wei,Engineering,2025-01-05T16:31:00,16,login,103.5.113.20,Tokyo,Japan,35.6762,139.6503,e60fd493,True,editor,1,0,1,0,none,LOW
0f4e06a3,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T16:51:00,16,login,103.5.57.70,Tokyo,Japan,35.6762,139.6503,16b13f0b,True,editor,1,0,1,0,none,LOW
a8ef9e35,kim_j,Kim Junho,Sales,2025-01-05T17:12:00,17,login,103.5.103.63,Tokyo,Japan,35.6762,139.6503,44edebe2,True,editor,1,0,1,0,none,LOW
b3424629,suzuki_t,Suzuki Takeshi,Engineering,2025-01-05T17:52:00,17,login,103.5.230.41,Tokyo,Japan,35.6762,139.6503,9328b483,True,editor,1,0,1,0,none,LOW
408ec868,sato_m,Sato Miyuki,Finance,2025-01-05T18:19:00,18,login,126.1.38.7,Osaka,Japan,34.6937,135.5023,07614c6e,True,viewer,0,0,1,0,none,LOW
20536231,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T18:20:00,18,login,103.5.114.173,Tokyo,Japan,35.6762,139.6503,2bbe1681,True,editor,1,0,1,0,none,LOW
ca83f266,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T18:51:00,18,login,103.5.216.120,Tokyo,Japan,35.6762,139.6503,af76cb5a,True,viewer,0,0,1,0,none,LOW
857e8f79,kim_j,Kim Junho,Sales,2025-01-06T02:00:00,2,login,103.5.102.242,Tokyo,Japan,35.6762,139.6503,44edebe2,True,viewer,0,0,1,1,password_reset_flood,MEDIUM
5b5609a9,kim_j,Kim Junho,Sales,2025-01-06T02:15:00,2,login,103.5.20.152,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,1,password_reset_flood,MEDIUM
f60b983a,kim_j,Kim Junho,Sales,2025-01-06T02:30:00,2,login,103.5.27.179,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,1,password_reset_flood,MEDIUM
02a2d2a5,sato_m,Sato Miyuki,Finance,2025-01-06T03:00:00,3,login,69.89.214.21,New York,USA,40.7128,-74.006,f0b12e95,False,manager,2,0,1,0,new_country_login,MEDIUM
c3470399,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T08:30:00,8,login,103.5.22.165,Tokyo,Japan,35.6762,139.6503,4d915325,True,viewer,0,0,1,0,none,LOW
6ca9acac,admin45,Admin User 45,IT Operations,2025-01-06T08:47:00,8,login,103.5.58.167,Tokyo,Japan,35.6762,139.6503,71edf8be,True,editor,1,0,1,0,none,LOW
1c802942,ito_k,Ito Kenji,Finance,2025-01-06T09:15:00,9,login,119.2.143.195,Nagoya,Japan,35.1815,136.9066,00aec655,True,editor,1,0,1,0,none,LOW
190c9653,chen_w,Chen Wei,Engineering,2025-01-06T09:17:00,9,login,103.5.193.119,Tokyo,Japan,35.6762,139.6503,1dc11660,True,viewer,0,0,1,0,none,LOW
7ce595e8,suzuki_t,Suzuki Takeshi,Engineering,2025-01-06T09:27:00,9,login,103.5.182.40,Tokyo,Japan,35.6762,139.6503,9328b483,True,editor,1,0,1,0,none,LOW
c560d521,kim_j,Kim Junho,Sales,2025-01-06T09:37:00,9,login,103.5.148.174,Tokyo,Japan,35.6762,139.6503,f2449edb,True,editor,1,0,1,0,none,LOW
509e09b6,admin45,Admin User 45,IT Operations,2025-01-06T09:49:00,9,login,103.5.244.64,Tokyo,Japan,35.6762,139.6503,71edf8be,True,viewer,0,0,1,0,none,LOW
ca7d82f3,sato_m,Sato Miyuki,Finance,2025-01-06T10:03:00,10,login,126.1.84.55,Osaka,Japan,34.6937,135.5023,a9e93c52,True,editor,1,0,1,0,none,LOW
7735ec82,park_s,Park Soyeon,Marketing,2025-01-06T10:31:00,10,login,103.5.205.67,Tokyo,Japan,35.6762,139.6503,bb3b46ec,True,editor,1,0,1,0,none,LOW
6281147f,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T10:45:00,10,login,77.88.110.35,Moscow,Russia,55.7558,37.6173,1c3af81a,False,admin,3,0,1,0,impossible_travel,HIGH
788b4770,kim_j,Kim Junho,Sales,2025-01-06T11:29:00,11,login,103.5.43.156,Tokyo,Japan,35.6762,139.6503,44edebe2,True,editor,1,0,1,0,none,LOW
262fc65b,park_s,Park Soyeon,Marketing,2025-01-06T13:17:00,13,login,103.5.133.243,Tokyo,Japan,35.6762,139.6503,e8096f19,True,viewer,0,0,1,0,none,LOW
5c15233b,yamada_r,Yamada Riko,HR,2025-01-06T14:00:00,14,login,103.5.218.108,Tokyo,Japan,35.6762,139.6503,1641d4b1,True,super_admin,4,0,1,0,privilege_escalation,HIGH
55386360,suzuki_t,Suzuki Takeshi,Engineering,2025-01-06T14:11:00,14,login,103.5.120.112,Tokyo,Japan,35.6762,139.6503,9328b483,True,editor,1,0,1,0,none,LOW
a92b5407,yamada_r,Yamada Riko,HR,2025-01-06T14:42:00,14,login,103.5.130.166,Tokyo,Japan,35.6762,139.6503,22081100,True,viewer,0,0,1,0,none,LOW
734eec0c,sato_m,Sato Miyuki,Finance,2025-01-06T15:20:00,15,login,126.1.72.193,Osaka,Japan,34.6937,135.5023,a9e93c52,True,editor,1,0,1,0,none,LOW
ea747577,nakamura_a,Nakamura Aoi,DevOps,2025-01-06T15:41:00,15,login,103.5.203.5,Tokyo,Japan,35.6762,139.6503,af76cb5a,True,editor,1,0,1,0,none,LOW
13427ec2,chen_w,Chen Wei,Engineering,2025-01-06T17:17:00,17,login,103.5.213.240,Tokyo,Japan,35.6762,139.6503,1dc11660,True,viewer,0,0,1,0,none,LOW
0a6b2d53,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T17:34:00,17,login,103.5.152.145,Tokyo,Japan,35.6762,139.6503,4d915325,True,editor,1,0,1,0,none,LOW
5b48888c,chen_w,Chen Wei,Engineering,2025-01-06T17:39:00,17,login,103.5.8.127,Tokyo,Japan,35.6762,139.6503,1dc11660,True,editor,1,0,1,0,none,LOW
541eb7ae,kim_j,Kim Junho,Sales,2025-01-06T17:47:00,17,login,103.5.247.80,Tokyo,Japan,35.6762,139.6503,f2449edb,True,viewer,0,0,1,0,none,LOW
d5968974,yamada_r,Yamada Riko,HR,2025-01-06T18:38:00,18,login,103.5.89.137,Tokyo,Japan,35.6762,139.6503,1641d4b1,True,viewer,0,0,1,0,none,LOW
71aac6b8,admin45,Admin User 45,IT Operations,2025-01-06T22:00:00,22,login,103.5.52.215,Tokyo,Japan,35.6762,139.6503,38418bd4,False,admin,3,1,0,0,mfa_brute_force,MEDIUM
0b93da87,admin45,Admin User 45,IT Operations,2025-01-06T22:02:00,22,login,103.5.6.160,Tokyo,Japan,35.6762,139.6503,977ee7f3,False,admin,3,2,0,0,mfa_brute_force,MEDIUM
7f9382a9,admin45,Admin User 45,IT Operations,2025-01-06T22:04:00,22,login,103.5.40.62,Tokyo,Japan,35.6762,139.6503,ca07c1a6,False,admin,3,3,0,0,mfa_brute_force,HIGH
