session_id,user_id,user_name,department,timestamp,event_type,country,city,impossible_travel,hours_since_last,mfa_fail_count,is_known_device,country_deviation,hour_sin,hour_cos,is_business_hours,role_rank,role_escalation,pwd_reset_7d,peer_zscore,risk_label,anomaly_type
26182f43,ito_k,Ito Kenji,Finance,2025-01-02T10:27:00,login,Japan,Nagoya,0,1.2,0,1,0,0.5,-0.866,1,1,0,0,-0.135,LOW,none
0423fbfc,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-02T10:29:00,login,Japan,Tokyo,0,23.73,0,1,0,0.5,-0.866,1,1,0,0,-0.195,LOW,none
f654c022,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-02T10:32:00,login,Japan,Tokyo,0,0.05,0,1,0,0.5,-0.866,1,1,0,0,-0.195,LOW,none
64d11b6c,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T11:34:00,login,Japan,Tokyo,0,23.7,0,1,0,0.2588,-0.9659,1,1,0,0,0.836,LOW,none
069c913b,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T13:04:00,login,Japan,Tokyo,0,1.5,0,1,0,-0.2588,-0.9659,1,1,0,0,0.836,LOW,none
c380c4d1,chen_w,Chen Wei,Engineering,2025-01-02T13:27:00,login,Japan,Tokyo,0,25.48,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
3dff4341,chen_w,Chen Wei,Engineering,2025-01-02T14:12:00,login,Japan,Tokyo,0,0.75,0,1,0,-0.5,-0.866,1,0,0,0,-0.195,LOW,none
1dd7f9fe,kim_j,Kim Junho,Sales,2025-01-02T14:42:00,login,Japan,Tokyo,0,4.57,0,1,0,-0.5,-0.866,1,1,1,3,0.145,LOW,none
20118166,nakamura_a,Nakamura Aoi,DevOps,2025-01-02T15:51:00,login,Japan,Tokyo,0,24.3,0,1,0,-0.7071,-0.7071,1,0,0,0,-1.137,LOW,none
52a55993,sato_m,Sato Miyuki,Finance,2025-01-02T16:49:00,login,Japan,Osaka,0,6.83,0,1,0,-0.866,-0.5,1,1,0,0,1.021,LOW,none
936c7bfa,admin45,Admin User 45,IT Operations,2025-01-02T17:05:00,login,Japan,Tokyo,0,18.95,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.947,LOW,none
120e9702,sato_m,Sato Miyuki,Finance,2025-01-02T17:12:00,login,Japan,Osaka,0,0.38,0,1,0,-0.9659,-0.2588,1,1,0,0,1.021,LOW,none
9a73a51f,kim_j,Kim Junho,Sales,2025-01-02T17:27:00,login,Japan,Tokyo,0,2.75,0,1,0,-0.9659,-0.2588,1,0,0,3,0.145,LOW,none
5b69c308,yamada_r,Yamada Riko,HR,2025-01-02T17:35:00,login,Japan,Tokyo,0,8.33,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.378,LOW,none
e6758937,suzuki_t,Suzuki Takeshi,Engineering,2025-01-02T18:03:00,login,Japan,Tokyo,0,4.98,0,1,0,-1.0,-0.0,1,0,0,0,0.836,LOW,none
eff823d4,park_s,Park Soyeon,Marketing,2025-01-02T18:41:00,login,Japan,Tokyo,0,24.2,0,1,0,-1.0,-0.0,1,0,0,0,-1.278,LOW,none
04a2449c,sato_m,Sato Miyuki,Finance,2025-01-03T08:24:00,login,Japan,Osaka,0,15.2,0,1,0,0.866,-0.5,1,1,0,0,-0.135,LOW,none
6b2cddf6,nakamura_a,Nakamura Aoi,DevOps,2025-01-03T09:40:00,login,Japan,Tokyo,0,17.82,0,1,0,0.7071,-0.7071,1,1,0,0,-1.137,LOW,none
14aa4929,park_s,Park Soyeon,Marketing,2025-01-03T09:47:00,login,Japan,Tokyo,0,15.1,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none
3205a1b7,park_s,Park Soyeon,Marketing,2025-01-03T09:56:00,login,Japan,Tokyo,0,0.15,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none
c6f2743a,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-03T09:59:00,login,Japan,Tokyo,0,23.45,0,1,0,0.7071,-0.7071,1,0,0,0,-1.225,LOW,none
d816f066,kim_j,Kim Junho,Sales,2025-01-03T10:04:00,login,Japan,Tokyo,0,16.62,0,1,0,0.5,-0.866,1,0,0,3,-1.309,LOW,none
35685867,admin45,Admin User 45,IT Operations,2025-01-03T11:03:00,login,Japan,Tokyo,0,17.97,0,1,0,0.2588,-0.9659,1,1,0,0,-0.045,LOW,none
deef1a59,yamada_r,Yamada Riko,HR,2025-01-03T11:37:00,login,Japan,Tokyo,0,18.03,0,1,0,0.2588,-0.9659,1,0,0,0,0.881,LOW,none
16530a50,sato_m,Sato Miyuki,Finance,2025-01-03T11:55:00,login,Japan,Osaka,0,3.52,0,1,0,0.2588,-0.9659,1,0,0,0,-0.135,LOW,none
5553c54e,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T12:29:00,login,Japan,Tokyo,0,18.43,0,1,0,0.0,-1.0,1,0,0,0,0.836,LOW,none
b3aabb5b,park_s,Park Soyeon,Marketing,2025-01-03T12:39:00,login,Japan,Tokyo,0,2.72,0,1,0,0.0,-1.0,1,1,0,0,0.913,LOW,none
e7bf313b,ito_k,Ito Kenji,Finance,2025-01-03T13:13:00,login,Japan,Nagoya,0,26.77,0,1,0,-0.2588,-0.9659,1,1,0,0,-1.29,LOW,none
29a17b0a,yamada_r,Yamada Riko,HR,2025-01-03T13:15:00,login,Japan,Tokyo,0,1.63,0,1,0,-0.2588,-0.9659,1,1,0,0,0.881,LOW,none
da938090,chen_w,Chen Wei,Engineering,2025-01-03T13:18:00,login,Japan,Tokyo,0,23.1,0,1,0,-0.2588,-0.9659,1,1,0,0,-1.225,LOW,none
cda86998,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T16:16:00,login,Japan,Tokyo,0,3.78,0,1,0,-0.866,-0.5,1,1,0,0,0.836,LOW,none
7d68d75b,admin45,Admin User 45,IT Operations,2025-01-03T16:42:00,login,Japan,Tokyo,0,5.65,0,1,0,-0.866,-0.5,1,0,0,0,-0.045,LOW,none
82227f98,admin45,Admin User 45,IT Operations,2025-01-03T17:30:00,login,Japan,Tokyo,0,0.8,0,1,0,-0.9659,-0.2588,1,0,0,0,-0.045,LOW,none
5e5d43a7,yamada_r,Yamada Riko,HR,2025-01-03T17:36:00,login,Japan,Tokyo,0,4.35,0,1,0,-0.9659,-0.2588,1,1,0,0,0.881,LOW,none
9fee2c2d,suzuki_t,Suzuki Takeshi,Engineering,2025-01-03T17:36:00,login,Japan,Tokyo,0,1.33,0,1,0,-0.9659,-0.2588,1,0,0,0,0.836,LOW,none
b1c90faa,suzuki_t,Suzuki Takeshi,Engineering,2025-01-04T08:06:00,login,Japan,Tokyo,0,14.5,0,1,0,0.866,-0.5,1,1,0,0,-0.195,LOW,none
44fc72ba,admin45,Admin User 45,IT Operations,2025-01-04T08:11:00,login,Japan,Tokyo,0,14.68,0,1,0,0.866,-0.5,1,1,0,0,-0.045,LOW,none
7c386484,kim_j,Kim Junho,Sales,2025-01-04T08:54:00,login,Japan,Tokyo,0,22.83,0,1,0,0.866,-0.5,1,0,0,3,0.145,LOW,none
d058969f,sato_m,Sato Miyuki,Finance,2025-01-04T08:57:00,login,Japan,Osaka,0,21.03,0,1,0,0.866,-0.5,1,0,0,0,1.021,LOW,none
a1e6145c,admin45,Admin User 45,IT Operations,2025-01-04T09:22:00,login,Japan,Tokyo,0,1.18,0,1,0,0.7071,-0.7071,1,0,0,0,-0.045,LOW,none
225f24da,park_s,Park Soyeon,Marketing,2025-01-04T09:46:00,login,Japan,Tokyo,0,21.12,0,1,0,0.7071,-0.7071,1,1,0,0,0.913,LOW,none
c11f04d6,yamada_r,Yamada Riko,HR,2025-01-04T09:56:00,login,Japan,Tokyo,0,16.33,0,1,0,0.7071,-0.7071,1,0,0,0,0.881,LOW,none
2b3828f0,sato_m,Sato Miyuki,Finance,2025-01-04T10:27:00,login,Japan,Osaka,0,1.5,0,1,0,0.5,-0.866,1,0,0,0,1.021,LOW,none
c9f31eb1,sato_m,Sato Miyuki,Finance,2025-01-04T10:34:00,login,Japan,Osaka,0,0.12,0,1,0,0.5,-0.866,1,1,0,0,1.021,LOW,none
76657621,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-04T10:40:00,login,Japan,Tokyo,0,24.68,0,1,0,0.5,-0.866,1,0,0,0,-0.195,LOW,none
0d9d2653,kim_j,Kim Junho,Sales,2025-01-04T11:17:00,login,Japan,Tokyo,0,2.38,0,1,0,0.2588,-0.9659,1,0,0,3,0.145,LOW,none
b7df4935,yamada_r,Yamada Riko,HR,2025-01-04T11:25:00,login,Japan,Tokyo,0,1.48,0,1,0,0.2588,-0.9659,1,1,0,0,0.881,LOW,none
24b91121,admin45,Admin User 45,IT Operations,2025-01-04T11:55:00,login,Japan,Tokyo,0,2.55,0,1,0,0.2588,-0.9659,1,0,0,0,-0.045,LOW,none
cac45ab3,chen_w,Chen Wei,Engineering,2025-01-04T12:02:00,login,Japan,Tokyo,0,22.73,0,1,0,0.0,-1.0,1,0,0,0,-1.225,LOW,none
d7c188bd,nakamura_a,Nakamura Aoi,DevOps,2025-01-04T12:18:00,login,Japan,Tokyo,0,26.63,0,1,0,0.0,-1.0,1,1,0,0,-1.137,LOW,none
e9b71b74,yamada_r,Yamada Riko,HR,2025-01-04T12:22:00,login,Japan,Tokyo,0,0.95,0,1,0,0.0,-1.0,1,1,0,0,0.881,LOW,none
8dc84512,suzuki_t,Suzuki Takeshi,Engineering,2025-01-04T13:27:00,login,Japan,Tokyo,0,5.35,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.195,LOW,none
ee41f69f,ito_k,Ito Kenji,Finance,2025-01-04T14:44:00,login,Japan,Nagoya,0,25.52,0,1,0,-0.5,-0.866,1,0,0,0,-0.135,LOW,none
36811189,kim_j,Kim Junho,Sales,2025-01-04T15:22:00,login,Japan,Tokyo,0,4.08,0,1,0,-0.7071,-0.7071,1,0,0,3,0.145,LOW,none
cc909a36,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-04T16:45:00,login,Japan,Tokyo,0,6.08,0,1,0,-0.866,-0.5,1,0,0,0,-0.195,LOW,none
d0ffd323,ito_k,Ito Kenji,Finance,2025-01-04T18:24:00,login,Japan,Nagoya,0,3.67,0,1,0,-1.0,-0.0,1,1,0,0,-0.135,LOW,none
baa2ba6b,park_s,Park Soyeon,Marketing,2025-01-04T18:46:00,login,Japan,Tokyo,0,9.0,0,1,0,-1.0,-0.0,1,1,0,0,0.913,LOW,none
837f2c78,park_s,Park Soyeon,Marketing,2025-01-04T18:58:00,login,Japan,Tokyo,0,0.2,0,1,0,-1.0,-0.0,1,1,0,0,0.913,LOW,none
e67f088b,park_s,Park Soyeon,Marketing,2025-01-05T09:08:00,login,Japan,Tokyo,0,14.17,0,1,0,0.7071,-0.7071,1,0,0,0,0.913,LOW,none
61a04391,kim_j,Kim Junho,Sales,2025-01-05T10:41:00,login,Japan,Tokyo,0,19.32,0,1,0,0.5,-0.866,1,0,0,3,0.145,LOW,none
b256c6df,park_s,Park Soyeon,Marketing,2025-01-05T10:45:00,login,Japan,Tokyo,0,1.62,0,1,0,0.5,-0.866,1,0,0,0,0.913,LOW,none
194bc1b4,kim_j,Kim Junho,Sales,2025-01-05T11:11:00,login,Japan,Tokyo,0,0.5,0,1,0,0.2588,-0.9659,1,0,0,3,0.145,LOW,none
16c27629,admin45,Admin User 45,IT Operations,2025-01-05T11:30:00,login,Japan,Tokyo,0,23.58,0,1,0,0.2588,-0.9659,1,1,0,0,-0.947,LOW,none
95d3ed1b,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T11:32:00,login,Japan,Tokyo,0,18.78,0,1,0,0.2588,-0.9659,1,0,0,0,0.836,LOW,none
b4a27709,chen_w,Chen Wei,Engineering,2025-01-05T12:15:00,login,Japan,Tokyo,0,24.22,0,1,0,0.0,-1.0,1,1,0,0,-0.195,LOW,none
53d5cab8,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T12:32:00,login,Japan,Tokyo,0,1.0,0,1,0,0.0,-1.0,1,0,0,0,0.836,LOW,none
accb7cc3,ito_k,Ito Kenji,Finance,2025-01-05T13:19:00,login,Japan,Nagoya,0,18.92,0,1,0,-0.2588,-0.9659,1,1,0,0,-0.135,LOW,none
c2bca472,park_s,Park Soyeon,Marketing,2025-01-05T13:34:00,login,Japan,Tokyo,0,2.82,0,1,0,-0.2588,-0.9659,1,1,0,0,0.913,LOW,none
162f15b1,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T14:31:00,login,Japan,Tokyo,0,26.22,0,1,0,-0.5,-0.866,1,1,0,0,1.215,LOW,none
9e152fe8,ito_k,Ito Kenji,Finance,2025-01-05T14:57:00,login,Japan,Nagoya,0,1.63,0,1,0,-0.5,-0.866,1,1,0,0,-0.135,LOW,none
d3f8fe28,yamada_r,Yamada Riko,HR,2025-01-05T15:08:00,login,Japan,Tokyo,0,26.77,0,1,0,-0.7071,-0.7071,1,1,0,0,-1.637,LOW,none
6e935962,suzuki_t,Suzuki Takeshi,Engineering,2025-01-05T15:28:00,login,Japan,Tokyo,0,26.02,0,1,0,-0.7071,-0.7071,1,0,0,0,-0.195,LOW,none
2e0a5274,chen_w,Chen Wei,Engineering,2025-01-05T16:31:00,login,Japan,Tokyo,0,4.27,0,1,0,-0.866,-0.5,1,1,0,0,-0.195,LOW,none
0f4e06a3,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T16:51:00,login,Japan,Tokyo,0,2.33,0,1,0,-0.866,-0.5,1,1,0,0,1.215,LOW,none
a8ef9e35,kim_j,Kim Junho,Sales,2025-01-05T17:12:00,login,Japan,Tokyo,0,6.02,0,1,0,-0.9659,-0.2588,1,1,1,3,0.145,LOW,none
b3424629,suzuki_t,Suzuki Takeshi,Engineering,2025-01-05T17:52:00,login,Japan,Tokyo,0,2.4,0,1,0,-0.9659,-0.2588,1,1,0,0,-0.195,LOW,none
408ec868,sato_m,Sato Miyuki,Finance,2025-01-05T18:19:00,login,Japan,Osaka,0,31.75,0,1,0,-1.0,-0.0,1,0,0,0,-1.29,LOW,none
20536231,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-05T18:20:00,login,Japan,Tokyo,0,5.8,0,1,0,-1.0,-0.0,1,1,0,0,0.836,LOW,none
ca83f266,nakamura_a,Nakamura Aoi,DevOps,2025-01-05T18:51:00,login,Japan,Tokyo,0,2.0,0,1,0,-1.0,-0.0,1,0,0,0,1.215,LOW,none
857e8f79,kim_j,Kim Junho,Sales,2025-01-06T02:00:00,login,Japan,Tokyo,0,8.8,0,1,0,0.5,0.866,0,0,0,4,2.328,MEDIUM,password_reset_flood
5b5609a9,kim_j,Kim Junho,Sales,2025-01-06T02:15:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,5,2.328,MEDIUM,password_reset_flood
f60b983a,kim_j,Kim Junho,Sales,2025-01-06T02:30:00,login,Japan,Tokyo,0,0.25,0,1,0,0.5,0.866,0,0,0,6,2.328,MEDIUM,password_reset_flood
02a2d2a5,sato_m,Sato Miyuki,Finance,2025-01-06T03:00:00,login,USA,New York,1,8.68,0,0,0,0.7071,0.7071,0,2,1,0,1.021,MEDIUM,new_country_login
c3470399,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T08:30:00,login,Japan,Tokyo,0,14.17,0,1,0,0.866,-0.5,1,0,0,0,0.836,LOW,none
6ca9acac,admin45,Admin User 45,IT Operations,2025-01-06T08:47:00,login,Japan,Tokyo,0,21.28,0,1,0,0.866,-0.5,1,1,0,0,1.758,LOW,none
1c802942,ito_k,Ito Kenji,Finance,2025-01-06T09:15:00,login,Japan,Nagoya,0,18.3,0,1,0,0.7071,-0.7071,1,1,0,0,-1.29,LOW,none
190c9653,chen_w,Chen Wei,Engineering,2025-01-06T09:17:00,login,Japan,Tokyo,0,16.77,0,1,0,0.7071,-0.7071,1,0,0,0,0.836,LOW,none
7ce595e8,suzuki_t,Suzuki Takeshi,Engineering,2025-01-06T09:27:00,login,Japan,Tokyo,0,15.58,0,1,0,0.7071,-0.7071,1,1,0,0,-0.195,LOW,none
c560d521,kim_j,Kim Junho,Sales,2025-01-06T09:37:00,login,Japan,Tokyo,0,7.12,0,1,0,0.7071,-0.7071,1,1,1,6,2.328,LOW,none
509e09b6,admin45,Admin User 45,IT Operations,2025-01-06T09:49:00,login,Japan,Tokyo,0,1.03,0,1,0,0.7071,-0.7071,1,0,0,0,1.758,LOW,none
ca7d82f3,sato_m,Sato Miyuki,Finance,2025-01-06T10:03:00,login,Japan,Osaka,1,7.05,0,1,0,0.5,-0.866,1,1,0,0,1.021,LOW,none
7735ec82,park_s,Park Soyeon,Marketing,2025-01-06T10:31:00,login,Japan,Tokyo,0,20.95,0,1,0,0.5,-0.866,1,1,0,0,-0.183,LOW,none
6281147f,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T10:45:00,login,Russia,Moscow,1,2.25,0,0,0,0.5,-0.866,1,3,1,0,0.836,HIGH,impossible_travel
788b4770,kim_j,Kim Junho,Sales,2025-01-06T11:29:00,login,Japan,Tokyo,0,1.87,0,1,0,0.2588,-0.9659,1,1,1,6,2.328,LOW,none
262fc65b,park_s,Park Soyeon,Marketing,2025-01-06T13:17:00,login,Japan,Tokyo,0,2.77,0,1,0,-0.2588,-0.9659,1,0,0,0,-0.183,LOW,none
5c15233b,yamada_r,Yamada Riko,HR,2025-01-06T14:00:00,login,Japan,Tokyo,0,22.87,0,1,0,-0.5,-0.866,1,4,1,0,0.881,HIGH,privilege_escalation
55386360,suzuki_t,Suzuki Takeshi,Engineering,2025-01-06T14:11:00,login,Japan,Tokyo,0,4.73,0,1,0,-0.5,-0.866,1,1,0,0,-0.195,LOW,none
a92b5407,yamada_r,Yamada Riko,HR,2025-01-06T14:42:00,login,Japan,Tokyo,0,0.7,0,1,0,-0.5,-0.866,1,0,0,0,0.881,LOW,none
734eec0c,sato_m,Sato Miyuki,Finance,2025-01-06T15:20:00,login,Japan,Osaka,0,5.28,0,1,0,-0.7071,-0.7071,1,1,0,0,1.021,LOW,none
ea747577,nakamura_a,Nakamura Aoi,DevOps,2025-01-06T15:41:00,login,Japan,Tokyo,0,20.83,0,1,0,-0.7071,-0.7071,1,1,0,0,-1.137,LOW,none
13427ec2,chen_w,Chen Wei,Engineering,2025-01-06T17:17:00,login,Japan,Tokyo,0,8.0,0,1,0,-0.9659,-0.2588,1,0,0,0,0.836,LOW,none
0a6b2d53,tanaka_h,Tanaka Hiroshi,Engineering,2025-01-06T17:34:00,login,Japan,Tokyo,1,6.82,0,1,0,-0.9659,-0.2588,1,1,0,0,0.836,LOW,none
5b48888c,chen_w,Chen Wei,Engineering,2025-01-06T17:39:00,login,Japan,Tokyo,0,0.37,0,1,0,-0.9659,-0.2588,1,1,0,0,0.836,LOW,none
541eb7ae,kim_j,Kim Junho,Sales,2025-01-06T17:47:00,login,Japan,Tokyo,0,6.3,0,1,0,-0.9659,-0.2588,1,0,0,6,2.328,LOW,none
d5968974,yamada_r,Yamada Riko,HR,2025-01-06T18:38:00,login,Japan,Tokyo,0,3.93,0,1,0,-1.0,-0.0,1,0,0,0,0.881,LOW,none
71aac6b8,admin45,Admin User 45,IT Operations,2025-01-06T22:00:00,login,Japan,Tokyo,0,12.18,1,0,0,-0.5,0.866,0,3,1,0,1.758,MEDIUM,mfa_brute_force
0b93da87,admin45,Admin User 45,IT Operations,2025-01-06T22:02:00,login,Japan,Tokyo,0,0.03,2,0,0,-0.5,0.866,0,3,1,0,1.758,MEDIUM,mfa_brute_force
7f9382a9,admin45,Admin User 45,IT Operations,2025-01-06T22:04:00,login,Japan,Tokyo,0,0.03,3,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force
21b0357c,admin45,Admin User 45,IT Operations,2025-01-06T22:06:00,login,Japan,Tokyo,0,0.03,4,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force
39fcfdc4,admin45,Admin User 45,IT Operations,2025-01-06T22:08:00,login,Japan,Tokyo,0,0.03,5,0,0,-0.5,0.866,0,3,1,0,1.758,HIGH,mfa_brute_force
a2814678,suzuki_t,Suzuki Takeshi,Engineering,2025-01-07T08:09:00,login,Japan,Tokyo,0,17.97,0,1,0,0.866,-0.5,1,1,0,0,0.836,LOW,none
ba23ccae,kim_j,Kim Junho,Sales,2025-01-07T08:36:00,login,Japan,Tokyo,0,14.82,0,1,0,0.866,-0.5,1,1,1,6,0.145,LOW,none
7eb20d66,yamada_r,Yamada Riko,HR,2025-01-07T09:25:00,login,Japan,Tokyo,0,14.78,0,1,0,0.7071,-0.7071,1,0,0,0,-0.378,LOW,none
672208fb,suzuki_t,Suzuki Takeshi,Engineering,2025-01-07T09:35:00,login,Japan,Tokyo,0,1.43,0,1,0,0.7071,-0.7071,1,0,0,0,0.836,LOW,none
83b59e9a,yamada_r,Yamada Riko,HR,2025-01-07T10:03:00,login,Japan,Tokyo,0,0.63,0,1,0,0.5,-0.866,1,1,0,0,-0.378,LOW,none
b44169c2,admin45,Admin User 45,IT Operations,2025-01-07T10:12:00,login,Japan,Tokyo,0,12.07,0,1,0,0.5,-0.866,1,1,0,0,-0.045,LOW,none
